"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"SIENKIEWICZ Bartłomiej Henryk - KKW KOALICJA OBYWATELSKA";"WILK-GRZYWNA Małgorzata Beata - KKW KOALICJA OBYWATELSKA";"MARCZUŁAJTIS-WALCZAK Jagna Kinga - KKW KOALICJA OBYWATELSKA";"SALWIŃSKA Sylwia Kinga - KKW KOALICJA OBYWATELSKA";"MĘKAL Małgorzata Katarzyna - KKW KOALICJA OBYWATELSKA";"MAJKA Magdalena - KKW KOALICJA OBYWATELSKA";"ZWIERZCHOWSKI Wojciech Mieczysław - KKW KOALICJA OBYWATELSKA";"KOZIOŁ Artur Stanisław - KKW KOALICJA OBYWATELSKA";"WITKA Jacek Paweł - KKW KOALICJA OBYWATELSKA";"SOWA Marek Jan - KKW KOALICJA OBYWATELSKA";"SZEJNA Andrzej Jan - KKW LEWICA";"KOLARSKA Dorota Anna - KKW LEWICA";"LIPIŃSKA-PIEKARSKA Joanna Olszyna - KKW LEWICA";"ŻAK Dominik Piotr - KKW LEWICA";"ANIOŁ Alina Maria - KKW LEWICA";"KOBIELUSZ Paweł Bernard - KKW LEWICA";"HAŃDEREK Joanna Ewa - KKW LEWICA";"KUKLA Robert Łukasz - KKW LEWICA";"TUCHOWSKI Daniel - KKW LEWICA";"DROPEK Magdalena - KKW LEWICA";"JARUBAS Adam Sebastian - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GÓRNIKIEWICZ Piotr Tadeusz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"NOWOGÓRSKA Urszula Teresa - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MOTYCZYŃSKA Monika Elżbieta - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RAŚ Ireneusz Jacek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KASPRZYK Rafał Marcin - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"TYJAS Jolanta Dorota - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"STOLECKI Piotr - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DĄBROŚ Stella Józefa - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KLĘCZAR Krzysztof Jan - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BERKOWICZ Konrad Szczepan - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BRAUN Grzegorz Michał - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"JASKÓŁKA Nadzieja - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KONARSKI Artur Marian - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"IWAN Jasna Gabriela - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"DRWAL Aleksandra Urszula - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"NOWOWIEJSKA Ewa Krystyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KRAJEWSKI Konrad Krzysztof - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"STRZELEC Marcin Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"DZIADOSZ Jagoda - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KASELA Andrzej Jan - KW NORMALNY KRAJ";"KLICH Dariusz Zbigniew - KW NORMALNY KRAJ";"BILECKA Fabiola Katarzyna - KW NORMALNY KRAJ";"KURLETO Renata Janina - KW NORMALNY KRAJ";"STANKIEWICZ Aneta - KW NORMALNY KRAJ";"JANAS Mieszko Maria - KW NORMALNY KRAJ";"MIKOŁAJEK Maria Dorota - KW NORMALNY KRAJ";"BURZYŃSKI Zbigniew Józef - KW NORMALNY KRAJ";"ŻÓŁTEK Stanisław Józef - KW POLEXIT";"HAREŃCZYK Adam Wiesław - KW POLEXIT";"SAJDAK Anna Małgorzata - KW POLEXIT";"ŚLUSARCZYK Klaudia Dorota - KW POLEXIT";"BIGAJ Czesław - KW POLEXIT";"ZIĘBA Angelika Natalia - KW POLEXIT";"ŚMIŁEK Oskar Wojciech - KW POLEXIT";"MĘDREK Iwona Marzena - KW POLEXIT";"SZATAN Jarosław Kazimierz - KW POLEXIT";"JAGODZIŃSKI Marcin - KW PL!SP";"JAGODZIŃSKA Monika Ewa - KW PL!SP";"BŁACHUCKA Roksana Magdalena - KW PL!SP";"SZYDŁO Beata Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"MULARCZYK Arkadiusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"TARCZYŃSKI Dominik - KW PRAWO I SPRAWIEDLIWOŚĆ";"KRUPKA Anna Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"WÓJCIK Michał Marek - KW PRAWO I SPRAWIEDLIWOŚĆ";"SKRUCH Wojciech - KW PRAWO I SPRAWIEDLIWOŚĆ";"RUSECKA Urszula Beata - KW PRAWO I SPRAWIEDLIWOŚĆ";"WŁOSOWICZ Jacek Władysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"TLAŁKA-DŁUGOSZ Małgorzata - KW PRAWO I SPRAWIEDLIWOŚĆ";"PĘK Marek - KW PRAWO I SPRAWIEDLIWOŚĆ";"SKUZA Stanisław - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"NOWAKOWSKA Elżbieta Paula - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"WICHE Mateusz Andrzej - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"KALISZ Beata - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"TORKOWSKA Samuela - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"GOCAŁ Dariusz Krzysztof - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"SIEŃKO Natalia Izabela - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"WOCH Marcin Grzegorz - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"BUGAJSKI Marcin Rafał - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"PETERSON Magdalena - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA"
2;"Urząd Gminy w Lubniu, Lubień 50, 32-433 Lubień";120902;"gm. Lubień";"myślenicki";"małopolskie";1;1;25;3;18;1;2;1;1;1;0;7;1;2;0;0;1;0;0;0;0;0;6;0;3;2;0;2;0;1;1;1;44;55;5;0;0;0;0;0;1;0;3;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;1;1;0;196;33;105;2;9;2;0;0;1;5;1;0;0;1;0;0;0;0;0;0
3;"Szkoła Podstawowa w Tenczynie, Tenczyn 171, 32-433 Lubień";120902;"gm. Lubień";"myślenicki";"małopolskie";1;1;20;1;31;0;0;1;0;0;0;5;0;2;0;0;0;0;0;0;0;0;14;0;5;3;2;0;0;0;1;5;54;96;7;1;0;1;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;298;45;155;2;8;1;0;1;3;5;2;0;0;1;0;0;0;0;0;0
4;"Szkoła Podstawowa w Krzeczowie, Krzeczów 174, 32-433 Lubień";120902;"gm. Lubień";"myślenicki";"małopolskie";1;1;14;1;14;0;0;0;0;0;1;7;1;1;0;0;0;0;0;0;0;0;9;0;0;3;1;1;0;0;0;0;14;38;0;0;0;1;2;0;0;1;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;100;18;45;4;5;0;2;0;4;1;2;0;0;0;0;1;1;0;0;0
5;"Szkoła Podstawowa w Skomielnej Białej, Skomielna Biała 1, 32-434 Skomielna Biała";120902;"gm. Lubień";"myślenicki";"małopolskie";1;1;75;2;32;1;1;2;0;1;1;20;4;7;1;1;0;0;0;1;1;2;30;2;1;1;7;1;4;2;1;1;63;82;8;1;0;2;2;0;0;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;359;76;132;5;6;1;3;1;3;18;4;1;0;0;0;1;1;0;0;2
1;"Szkoła Podstawowa Nr 1 w Myślenicach, ul. Jana Sobieskiego 1, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;207;5;61;1;0;4;0;1;1;65;15;17;0;1;3;0;0;0;0;2;39;11;1;4;4;2;1;0;3;26;49;96;3;1;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;136;42;168;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;1
2;"Szkoła Podstawowa Nr 3, ul. Dyrektora Stanisława Pardyaka 26, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;150;6;50;2;1;5;1;1;2;66;18;8;0;0;3;0;0;0;1;0;35;7;4;3;5;1;2;2;1;17;54;74;3;0;0;1;0;0;0;1;3;5;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;154;19;158;2;1;0;2;0;0;2;1;0;0;0;0;0;1;0;1;0
3;"Dom Ludowy w Myślenicach, ul. 3-ego Maja 56, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;86;4;21;1;1;1;0;0;0;35;3;3;2;0;0;0;1;0;0;0;23;0;3;1;2;0;1;1;0;14;32;64;3;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;154;21;125;2;3;0;1;1;0;2;0;1;0;0;0;0;1;0;0;0
4;"Centrum Aktywności Lokalnej, ul. Rynek 27, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;101;7;27;0;1;4;3;0;0;34;5;12;2;0;1;0;0;0;0;0;31;1;2;5;4;0;1;3;0;14;17;41;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;84;15;50;0;2;0;1;1;1;3;1;0;0;0;1;0;0;0;0;0
5;"Szkoła Podstawowa Nr 2 w Myślenicach, ul. Stefana Żeromskiego 2, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;124;4;26;2;1;3;0;0;1;81;7;13;0;0;0;0;0;0;0;1;28;1;4;0;2;0;1;0;0;25;38;46;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;101;9;99;2;2;0;2;1;0;1;0;3;0;1;0;0;0;0;0;0
6;"Myślenicki Ośrodek Kultury i Sportu, ul. Marszałka Józefa Piłsudskiego 20, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;144;6;46;2;0;6;0;2;0;48;7;15;1;2;1;0;3;0;0;2;33;3;2;1;3;0;0;2;0;29;17;60;2;0;0;0;2;0;1;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;12;77;2;10;0;0;0;0;2;2;1;0;0;1;0;0;0;0;0
7;"Przedszkole Samorządowe nr 2 w Myślenicach, ul. Kazimierza Wielkiego 123, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;151;9;52;0;1;6;0;0;0;67;8;13;2;1;0;0;0;0;0;0;55;1;5;5;7;2;2;0;0;48;59;108;2;0;0;2;0;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;198;41;128;2;6;1;0;0;1;2;1;1;0;1;0;0;0;0;0;0
8;"Zespół Szkolno-Przedszkolny w Myślenicach, ul. Zdrojowa 16a, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;110;2;37;0;3;5;0;0;0;39;15;13;0;0;0;0;2;0;0;0;23;3;1;0;1;0;1;0;0;11;23;47;5;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;75;20;76;1;2;0;0;0;0;7;1;0;0;0;0;1;0;0;0;0
9;"Cech Rzemiosł Różnych w Myślenicach, ul. Ogrodowa 1, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;149;7;38;3;1;5;3;3;0;47;8;13;1;1;0;0;1;0;0;0;23;4;2;2;2;0;0;0;0;11;31;65;4;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;142;23;113;6;7;2;2;0;0;3;2;1;0;2;0;0;1;0;2;0
10;"Szkoła Podstawowa w Bęczarce, Bęczarka 14, 32-444 Głogoczów";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;47;5;17;1;0;0;0;1;0;6;0;6;0;0;0;0;0;0;0;2;21;1;3;1;9;0;1;1;0;5;28;37;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;17;54;0;1;0;0;0;0;3;3;1;1;0;0;0;0;0;0;0
11;"Zespół Placówek Oświatowych w Bysinie, Bysina 284, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;16;0;6;0;0;0;1;1;0;13;0;2;1;0;0;0;0;0;0;0;9;2;2;0;0;0;0;0;1;4;33;44;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;155;35;140;3;1;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0
12;"Zespół Placówek Oświatowych w Jasienicy, Jasienica 48, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;37;1;15;1;0;1;0;1;0;17;0;4;0;0;0;0;1;0;0;0;12;0;0;0;5;0;0;0;0;2;22;67;2;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;122;15;107;1;2;1;0;2;0;1;0;0;1;0;1;0;0;1;1;1
13;"Szkoła Podstawowa w Jaworniku, Jawornik 293, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;121;6;33;4;2;3;0;0;0;32;9;15;1;0;4;0;0;0;0;2;30;0;7;2;4;1;1;1;0;16;42;140;21;8;0;0;1;3;0;2;4;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;364;37;183;4;2;1;1;0;0;4;0;1;0;1;0;1;0;0;2;0
14;"Zespół Placówek Oświatowych w Borzęcie, Borzęta 368, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;54;5;16;3;0;2;2;1;1;25;1;3;0;1;0;0;2;0;0;1;12;0;0;0;4;2;0;0;1;27;39;68;4;1;0;0;0;2;0;2;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;165;24;58;1;6;0;1;1;0;3;0;1;0;1;0;0;1;0;1;0
15;"Zespół Placówek Oświatowych w Głogoczowie, Głogoczów 297, 32-444 Głogoczów";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;109;5;62;4;0;1;0;0;0;36;6;18;3;1;1;0;1;1;0;1;36;3;3;4;22;3;0;4;0;10;68;131;4;1;0;3;0;2;0;2;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;2;0;2;1;0;267;25;179;2;3;1;0;0;3;12;1;1;0;1;0;1;2;1;0;1
16;"Szkoła Podstawowa w Krzyszkowicach, Krzyszkowice 368, 32-445 Krzyszkowice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;81;8;41;1;2;0;0;1;0;19;7;14;0;1;2;1;1;0;0;1;38;4;6;3;4;0;0;2;0;15;73;90;2;3;1;3;1;2;0;1;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1;0;0;0;0;264;24;241;0;3;2;2;0;3;3;2;0;0;0;0;0;0;0;0;1
17;"Szkoła Podstawowa w Polance, Polanka 71, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;36;0;9;0;0;0;0;0;0;10;6;4;1;0;0;0;0;0;0;1;20;0;3;0;0;0;2;0;0;18;34;36;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;118;15;66;0;2;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0
18;"Szkoła Podstawowa w Zawadzie, Zawada 24, 32-445 Krzyszkowice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;45;1;18;3;0;6;2;1;0;14;3;1;0;1;0;0;0;0;0;0;11;4;0;0;1;2;1;0;0;9;36;55;8;1;1;1;0;1;0;1;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;145;34;92;1;1;0;1;0;0;3;1;0;0;0;0;0;1;0;0;1
19;"Zespół Placówek Oświatowych w Drogini, Droginia 20, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;37;2;11;0;0;2;0;0;0;17;3;3;0;1;0;0;0;0;0;0;7;0;2;0;4;0;0;0;0;18;24;52;2;0;0;2;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;133;22;102;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
20;"Zespół Placówek Oświatowych w Osieczanach, Osieczany 100, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;61;8;37;3;0;6;0;2;0;43;7;5;0;0;1;0;0;0;0;2;18;2;4;4;2;4;1;2;0;14;34;78;3;0;0;1;0;0;1;0;2;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;1;0;0;176;48;85;1;11;1;1;0;0;2;0;0;0;1;0;0;1;1;0;1
21;"Szkoła Podstawowa w Porębie, Poręba 16, 32-425 Trzemeśnia";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;36;1;7;1;0;2;0;1;0;18;1;2;0;0;0;0;1;0;0;1;9;1;1;1;2;0;0;1;0;7;12;28;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;102;34;58;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
22;"Szkoła Podstawowa w Trzemeśni, Trzemeśnia 250, 32-425 Trzemeśnia";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;71;10;29;3;1;4;0;2;0;22;6;8;2;0;2;0;0;0;0;0;26;1;2;1;6;1;1;0;0;13;48;104;3;0;1;1;2;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;188;50;142;1;6;2;0;1;0;3;5;1;0;1;1;1;0;0;0;1
23;"Szkoła Podstawowa w Zasani, Zasań 102, 32-425 Trzemeśnia";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;20;1;10;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;4;0;0;2;3;0;2;0;0;16;17;33;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;15;62;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
24;"Świetlica Wiejska w Łękach, Łęki 259, 32-425 Trzemeśnia";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;25;1;10;0;0;0;0;0;0;14;2;3;1;1;0;0;0;0;0;0;16;0;5;2;2;0;2;0;0;11;16;24;3;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;118;33;61;2;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
25;"lokal po byłej szkole, obecnie nieużytkowany, ul. Chełm 67, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;10;33;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
26;"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Myślenicach, ul. Szpitalna 2, 32-400 Myślenice";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;"Dom Pomocy Społecznej ""Biały Potok"" w Trzemeśni, Trzemeśnia 377, 32-425 Trzemeśnia";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;1;4;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
28;"Dom Seniora ""Na Wzgórzu"" w Głogoczowie, Głogoczów 805, 32-444 Głogoczów";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;"Dom Seniora ""Pod Klonami"" w Głogoczowie, Głogoczów 832, 32-444 Głogoczów";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;16;0;1;1;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;"Dom Seniora ""Armada Clinic"" w Głogoczowie, Głogoczów 1036, 32-444 Głogoczów";120903;"gm. Myślenice";"myślenicki";"małopolskie";1;1;5;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;"Szkoła Podstawowa Nr 1 w Pcimiu, Pcim 599, 32-432 Pcim";120904;"gm. Pcim";"myślenicki";"małopolskie";1;1;69;3;19;2;2;2;1;2;0;18;4;2;0;0;2;1;0;0;0;0;22;0;5;4;1;3;0;0;0;3;50;74;0;4;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;266;31;177;5;4;0;4;0;3;3;0;1;0;0;0;0;0;0;0;0
2;"Przedszkole Samorządowe Nr 2 w Pcimiu, Pcim 564, 32-432 Pcim";120904;"gm. Pcim";"myślenicki";"małopolskie";1;1;61;1;5;1;0;2;0;1;0;16;3;3;0;0;0;0;0;0;0;0;29;0;4;1;2;1;2;0;0;5;33;51;0;0;0;2;1;1;0;2;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;180;18;117;3;1;0;2;0;1;1;1;1;0;0;1;1;0;0;0;0
3;"Szkoła Podstawowa Nr 3 w Pcimiu, Pcim 598, 32-432 Pcim";120904;"gm. Pcim";"myślenicki";"małopolskie";1;1;40;1;9;2;0;3;0;0;1;12;4;2;0;0;0;0;0;0;0;0;14;0;0;0;1;0;0;0;1;4;13;43;0;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;202;11;133;4;1;1;0;0;0;0;1;1;0;2;0;0;0;0;0;0
4;"Szkoła Podstawowa Nr 3 w Stróży, Stróża 168, 32-431 Stróża";120904;"gm. Pcim";"myślenicki";"małopolskie";1;1;30;1;9;0;0;0;0;1;0;9;1;5;0;0;0;0;0;0;0;0;15;3;0;0;1;2;2;1;0;8;25;61;4;2;1;1;3;0;1;4;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;163;28;47;1;3;0;1;0;1;2;3;2;0;0;1;0;0;0;0;2
5;"Szkoła Podstawowa Nr 1 w Stróży, Stróża 1, 32-431 Stróża";120904;"gm. Pcim";"myślenicki";"małopolskie";1;1;80;4;15;1;1;1;3;0;0;10;4;6;2;0;2;0;0;0;0;0;24;2;3;3;1;2;1;0;0;6;34;65;5;0;0;1;2;0;1;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;1;236;34;93;6;5;2;2;1;1;2;0;3;0;1;0;1;1;1;0;0
6;"Szkoła Podstawowa w Trzebuni, Trzebunia 444, 32-438 Trzebunia";120904;"gm. Pcim";"myślenicki";"małopolskie";1;1;44;2;13;1;1;5;0;1;0;17;4;3;0;0;1;0;0;0;0;2;17;6;4;2;0;0;0;0;1;3;42;86;2;2;0;0;3;0;1;1;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0;0;2;1;0;0;315;27;82;3;8;1;3;0;1;3;2;0;0;3;1;0;1;2;0;0
7;"Budynek komunalny w Pcimiu, Pcim 596, 32-432 Pcim";120904;"gm. Pcim";"myślenicki";"małopolskie";1;1;5;0;4;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;5;0;1;0;1;0;0;0;0;0;13;15;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;9;25;2;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
8;"Dom Pomocy Społecznej w Pcimiu, Pcim 638, 32-432 Pcim";120904;"gm. Pcim";"myślenicki";"małopolskie";1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;"Zespół Szkolno-Przedszkolny w Raciechowicach, Raciechowice 106, 32-415 Raciechowice";120905;"gm. Raciechowice";"myślenicki";"małopolskie";1;1;68;7;12;1;0;2;0;1;0;17;1;3;0;1;0;0;0;0;0;1;18;0;1;0;0;1;0;1;0;6;27;28;2;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;79;23;23;0;7;0;0;1;0;2;1;0;0;0;0;0;0;1;0;0
2;"Szkoła Podstawowa w Zegartowicach, Zegartowice 114, 32-415 Raciechowice";120905;"gm. Raciechowice";"myślenicki";"małopolskie";1;1;21;1;3;0;1;2;0;0;1;8;0;1;0;4;0;0;1;0;0;3;10;2;1;0;0;3;2;1;0;1;7;18;3;2;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;13;32;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
